fiscal_year,month_numeric,month,item,revised_estimates_rs,provisional_actuals_rs,perc_actuals_to_revised_estimates_current,perc_actuals_to_revised_estimates_coppy,released_on,updated_on,data_source,data_url
2023-2024,1,January,Securities against Small Savings,471316.93,238570.52,51%,(38%),2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,State Provident Funds,5200.00,-6579.28,-127 %,(-34%),2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,Special Deposits,0.00,-18064.05,,,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,National Small Saving Fund,7611.72,133957.35,,,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,Savings Deposit and Certificates,329487.67,248399.16,75%,(65%),2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,Public Provident Funds,107344.43,28557.06,27%,(32%),2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,Investment In Securities,-433800.77,-213046.27,49%,(35%),2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,Income/Expenditure of NSSF,4580.39,70047.40,1529%,(206%),2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,Others,70684.61,139509.88,197%,(73%),2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,Cash Balance {Decrease(+)/Increase(-)},-26651.28,4989.79,-19%,(-154%),2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,Investment (-) / Redemption (+) of Surplus Cash,,-380158.00,,,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,Ways & Means Advances,,-48677.00,,,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,1,January,TOTAL FINANCING,1734772.97,1102601.91,64%,68%,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2023-2024.aspx
2023-2024,2,February,External Financing,24831.63,36715.61,148%,(118%),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Domestic Financing,1709941.34,1464649.15,86%,(82%),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Market Borrowings,1181779.36,1276581.92,108%,(98%),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Securities against Small Savings,471316.93,222633.38,47%,(40%),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,State Provident Funds,5200.00,-6990.95,-134 %,(-39%),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Special Deposits,0.00,-22234.74,,,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,National Small Saving Fund,7611.72,179085.69,,,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Savings Deposit and Certificates,329487.67,267111.32,81 %,(71 %),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Public Provident Funds,107344.43,31829.81,30%,(36%),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Investment In Securities,-433800.77,-194861.92,45%,(37%),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Income/Expenditure of NSSF,4580.39,75006.48,1638%,(224%),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Others,70684.61,114515.63,162%,(53%),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Cash Balance {Decrease(+)/Increase(-)},-26651.28,4989.22,-19%,(-154%),2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Investment (-) / Redemption (+) of Surplus Cash,,-255254.00,,,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,Ways & Means Advances,,-48677.00,,,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,2,February,TOTAL FINANCING,1734772.97,1501364.76,87 %,83%,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2023-2024.aspx
2023-2024,3,March,External Financing,24831.63,55120.83,222%,(155%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Domestic Financing,1709941.34,1598549.00,93%,(98%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Market Borrowings,1181779.36,1267636.23,107%,(97%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Securities against Small Savings,471316.93,451399.27,96 %,(90%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,State Provident Funds,5200.00,5070.49,98%,(25%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Special Deposits,0.00,-23645.91,,,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,National Small Saving Fund,7611.72,12442.68,163%,(140%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Savings Deposit and Certificates,329487.67,309750.71,94%,(84 %),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Public Provident Funds,107344.43,111927.46,104%,(96%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Investment In Securities,-433800.77,-415122.79,96%,(89%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Income/Expenditure of NSSF,4580.39,5887.30,129%,(72%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Others,70684.61,114012.64,161%,(112%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Cash Balance {Decrease(+)/Increase(-)},-26651.28,-7517.40,28 %,(50%),2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Investment (-) / Redemption (+) of Surplus Cash,,-172172.00,,,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,Ways & Means Advances,,-48677.00,,,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,3,March,TOTAL FINANCING,1734772.97,1653669.83,95 %,99%,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2023-2024.aspx
2023-2024,4,April,External Financing,22117.52,1891.41,9%,(14%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Domestic Financing,1764698.98,131703.53,7%,(4%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Market Borrowings,1230911.22,73089.13,6 %,(10%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Securities against Small Savings,471317.00,-41532.90,-9%,(-5%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,State Provident Funds,20000.00,3746.05,19%,(6%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Special Deposits,0.00,-18.54,,,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,National Small Saving Fund,-0.01,93225.45,,,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Savings Deposit and Certificates,292569.60,28001.40,10%,(6%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Public Provident Funds,116972.31,10004.88,9%,(11%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Investment In Securities,-441189.44,44151.86,-10%,(-6%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Income/Expenditure of NSSF,31647.52,11067.31,35%,(21%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Others,54257.63,49186.04,91%,(-12%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Cash Balance {Decrease(+)/Increase(-)},-11786.86,4989.30,-42%,(664%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Investment (-) / Redemption (+) of Surplus Cash,,-2304.00,,,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,Ways & Means Advances,,-48677.00,,,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,4,April,TOTAL FINANCING,1786816.50,133594.94,7%,(5%),2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2023-2024.aspx
2023-2024,5,May,External Financing,22117.52,3871.99,18%,(33%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Domestic Financing,1764698.98,206415.46,12%,(12%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Market Borrowings,1230911.22,183236.88,15%,(24%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Securities against Small Savings,471317.00,-48834.22,-10%,(-7%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,State Provident Funds,20000.00,933.84,5%,(-10%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Special Deposits,0.00,2449.01,,,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,National Small Saving Fund,-0.01,144749.46,,,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Savings Deposit and Certificates,292569.60,61488.05,21%,(12%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Public Provident Funds,116972.31,13449.82,11%,(15%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Investment In Securities,-441189.44,53957.89,-12%,(-8%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Income/Expenditure of NSSF,31647.52,15853.70,50%,(32%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Others,54257.63,57561.54,106%,(293%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Cash Balance {Decrease(+)/Increase(-)},-11786.86,4989.95,-42%,(664%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Investment (-) / Redemption (+) of Surplus Cash,,-89994.00,,,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,Ways & Means Advances,,-48677.00,,,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,5,May,TOTAL FINANCING,1786816.50,210287.45,12%,(12%),2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2023-2024.aspx
2023-2024,6,June,External Financing,22117.52,3905.66,18%,(54%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Domestic Financing,1764698.98,447464.07,25%,(21%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Market Borrowings,1230911.22,403159.23,33%,(41%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Securities against Small Savings,471317.00,-57893.40,-12%,(-8%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,State Provident Funds,20000.00,422.24,2%,(-20%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Special Deposits,0.00,-588.83,,,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,National Small Saving Fund,-0.01,194447.90,,,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Savings Deposit and Certificates,292569.60,91197.77,31%,(19%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Public Provident Funds,116972.31,15611.60,13%,(17%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Investment In Securities,-441189.44,67703.31,-15%,(-10%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Income/Expenditure of NSSF,31647.52,19935.22,63%,(45%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Others,54257.63,145854.82,269%,(190%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Cash Balance {Decrease(+)/Increase(-)},-11786.86,4899.11,-42%,(664%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Investment (-) / Redemption (+) of Surplus Cash,,-194160.00,,,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,Ways & Means Advances,,-48677.00,,,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,6,June,TOTAL FINANCING,1786816.50,451369.73,25%,(21%),2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2023-2024.aspx
2023-2024,7,July,External Financing,22117.52,7453.56,34 %,(53%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Domestic Financing,1764698.98,598139.05,34%,(20%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Market Borrowings,1230911.22,557570.05,45 %,(47%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Securities against Small Savings,471317.00,72383.73,15 %,(5%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,State Provident Funds,20000.00,-935.46,-5 %,(-23%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Special Deposits,0.00,1012.17,,,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,National Small Saving Fund,-0.01,91746.24,,,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Savings Deposit and Certificates,292569.60,120649.84,4 1%,(26%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Public Provident Funds,116972.31,17869.65,15%,(19%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Investment In Securities,-441189.44,-64757.42,15%,(3%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Income/Expenditure of NSSF,31647.52,17984.17,57%,(43%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Others,54257.63,117945.66,217%,(-109%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Cash Balance {Decrease(+)/Increase(-)},-11786.86,4989.66,-42%,(664%),2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Investment (-) / Redemption (+) of Surplus Cash,,-197896.00,,,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,Ways & Means Advances,,-48677.00,,,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,7,July,TOTAL FINANCING,1786816.50,605592.61,34 %,,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2023-2024.aspx
2023-2024,8,August,External Financing,22117.52,10175.21,46%,(62%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Domestic Financing,1764698.98,632650.79,36%,(32%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Market Borrowings,1230911.22,635391.02,52%,(57%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Securities against Small Savings,471317.00,64006.55,14%,(3%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,State Provident Funds,20000.00,-3616.30,-18 %,(-27%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Special Deposits,0.00,2743.12,,,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,National Small Saving Fund,-0.01,136136.39,,,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Savings Deposit and Certificates,292569.60,144711.10,4 9%,(32%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Public Provident Funds,116972.31,19492.39,17%,(22%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Investment In Securities,-441189.44,-52692.76,12%,(1%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Income/Expenditure of NSSF,31647.52,24625.66,78%,(61%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Others,54257.63,-11765.13,-22 %,(-76%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Cash Balance {Decrease(+)/Increase(-)},-11786.86,4989.14,-42%,(664%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Investment (-) / Redemption (+) of Surplus Cash,,-146557.00,,,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Ways & Means Advances,,-48677.00,,,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,TOTAL FINANCING,1786816.50,642826.00,36 %,33%,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,9,September,External Financing,22117.52,7184.51,32%,(63%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Domestic Financing,1764698.98,694676.49,39%,(37%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Market Borrowings,1230911.22,369108.09,30%,(55%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Securities against Small Savings,471317.00,108267.05,23%,(28%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,State Provident Funds,20000.00,-4281.81,-21 %,(-21%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
