fiscal_year,month_numeric,month,item,current_month_value,current_year_to_date_val,prev_month_value,prev_year_to_date_val,released_on,updated_on,data_source,data_url
2020-2021,4,April,GROSS TAX REVENUE,67557,67557,121190,121190,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,GROSS TAX REVENUE,58553,126110,93389,214579,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,GROSS TAX REVENUE,143576,269686,185842,400421,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,GROSS TAX REVENUE,110314,380000,138647,539068,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,GROSS TAX REVENUE,124200,504200,121706,660774,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,GROSS TAX REVENUE,216696,720896,258696,919470,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,GROSS TAX REVENUE,154695,875591,132334,1051804,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,GROSS TAX REVENUE,150464,1026055,122339,1174143,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,GROSS TAX REVENUE,312071,1338126,208892,1383035,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,GROSS TAX REVENUE,176974,1515100,147906,1530941,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,GROSS TAX REVENUE,150203,1665303,146846,1677787,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,GROSS TAX REVENUE,359549,2024852,332272,2010059,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,CORPORATION TAX,19514,19514,12376,12376,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,CORPORATION TAX,-2533,16981,-11250,1126,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,CORPORATION TAX,37231,54212,69514,70640,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,CORPORATION TAX,-488,53724,17741,88381,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,CORPORATION TAX,10991,64715,22785,111166,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,CORPORATION TAX,85749,150464,138161,249327,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,CORPORATION TAX,22271,172735,23429,272756,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,CORPORATION TAX,12964,185699,15846,288602,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,CORPORATION TAX,126833,312532,80931,369533,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,CORPORATION TAX,21953,334485,23716,393249,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,CORPORATION TAX,16097,350582,25305,418554,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,CORPORATION TAX,106598,457180,138322,556876,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,INCOME TAX,26978,26978,39716,39716,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,INCOME TAX,8748,35726,20840,60556,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,INCOME TAX,26397,62123,36371,96927,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,INCOME TAX,29121,91244,31825,128752,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,INCOME TAX,26494,117738,36748,165500,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,INCOME TAX,48751,166489,47504,213004,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,INCOME TAX,36612,203101,31390,244394,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,INCOME TAX,31937,235038,23535,267929,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,INCOME TAX,62768,297806,49723,317652,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,INCOME TAX,35367,333173,34775,352427,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,INCOME TAX,38870,372043,35872,388299,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,INCOME TAX,97183,469226,92049,480348,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,CENTRAL GOODS AND SERVICES TAX,5934,5934,46848,46848,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,CENTRAL GOODS AND SERVICES TAX,18961,24895,34557,81405,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,CENTRAL GOODS AND SERVICES TAX,30152,55047,35400,116805,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,CENTRAL GOODS AND SERVICES TAX,37902,92949,24095,140900,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,CENTRAL GOODS AND SERVICES TAX,32359,125308,68545,209445,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,CENTRAL GOODS AND SERVICES TAX,37171,162479,38132,247577,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,CENTRAL GOODS AND SERVICES TAX,42901,205380,37135,284712,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,CENTRAL GOODS AND SERVICES TAX,39803,245183,43654,328366,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,CENTRAL GOODS AND SERVICES TAX,43040,288223,40472,368838,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,CENTRAL GOODS AND SERVICES TAX,44666,332889,43782,412620,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,CENTRAL GOODS AND SERVICES TAX,66641,399530,41291,453911,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,CENTRAL GOODS AND SERVICES TAX,56818,456348,40160,494071,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,UT GOODS AND SERVICE TAX,34,34,171,171,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,UT GOODS AND SERVICE TAX,107,141,154,325,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,UT GOODS AND SERVICE TAX,154,295,188,513,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,UT GOODS AND SERVICE TAX,224,519,197,710,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,UT GOODS AND SERVICE TAX,191,710,117,827,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,UT GOODS AND SERVICE TAX,243,953,482,1309,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,UT GOODS AND SERVICE TAX,136,1089,190,1499,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,UT GOODS AND SERVICE TAX,132,1221,197,1696,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,UT GOODS AND SERVICE TAX,144,1365,170,1866,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,UT GOODS AND SERVICE TAX,324,1689,157,2023,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,UT GOODS AND SERVICE TAX,410,2099,159,2182,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,UT GOODS AND SERVICE TAX,322,2421,853,3035,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,INTEGRATED GOODS AND SERVICE TAX,9749,9749,-564,-564,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,INTEGRATED GOODS AND SERVICE TAX,9643,19392,7195,6631,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,INTEGRATED GOODS AND SERVICE TAX,9672,29064,4039,10670,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,INTEGRATED GOODS AND SERVICE TAX,-6026,23038,25250,35920,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,INTEGRATED GOODS AND SERVICE TAX,5198,28236,-46098,-10178,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,INTEGRATED GOODS AND SERVICE TAX,-290,27946,-3650,-13828,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,INTEGRATED GOODS AND SERVICE TAX,192,28138,19573,5745,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,INTEGRATED GOODS AND SERVICE TAX,7612,35750,247,5992,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,INTEGRATED GOODS AND SERVICE TAX,12408,48158,-1824,4168,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,INTEGRATED GOODS AND SERVICE TAX,6769,54927,2128,6296,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,INTEGRATED GOODS AND SERVICE TAX,-37308,17619,553,6849,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,INTEGRATED GOODS AND SERVICE TAX,-10358,7261,2276,9125,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,GOODS AND SERVICE TAX COMPENSATION CESS,990,990,8874,8874,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,GOODS AND SERVICE TAX COMPENSATION CESS,6020,7010,7713,16587,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,GOODS AND SERVICE TAX COMPENSATION CESS,7472,14482,8026,24613,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,GOODS AND SERVICE TAX COMPENSATION CESS,6816,21298,8183,32796,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,GOODS AND SERVICE TAX COMPENSATION CESS,6856,28154,6822,39618,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,GOODS AND SERVICE TAX COMPENSATION CESS,6810,34964,7148,46766,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,GOODS AND SERVICE TAX COMPENSATION CESS,7840,42804,8701,55467,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,GOODS AND SERVICE TAX COMPENSATION CESS,8029,50833,7119,62586,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,GOODS AND SERVICE TAX COMPENSATION CESS,8248,59081,7913,70499,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,GOODS AND SERVICE TAX COMPENSATION CESS,8332,67413,8359,78858,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,GOODS AND SERVICE TAX COMPENSATION CESS,9349,76762,8604,87462,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,GOODS AND SERVICE TAX COMPENSATION CESS,8431,85193,8091,95553,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,CUSTOMS,3934,3934,13105,13105,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,CUSTOMS,5633,9567,15124,28229,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,CUSTOMS,5849,15416,11251,39480,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,CUSTOMS,8331,23747,12239,51719,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,CUSTOMS,8555,32302,10312,62031,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,CUSTOMS,8045,40347,9807,71838,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,CUSTOMS,10172,50519,-7379,64459,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,CUSTOMS,12531,63050,11474,75933,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,CUSTOMS,16548,79598,9221,85154,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,CUSTOMS,17913,97511,10606,95760,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,CUSTOMS,15241,112752,9212,104972,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,CUSTOMS,22004,134756,4311,109283,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,UNION EXCISE DUTIES,80,80,-114,-114,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,UNION EXCISE DUTIES,10876,10956,17447,17333,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,UNION EXCISE DUTIES,24391,35347,19618,36951,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,UNION EXCISE DUTIES,32548,67895,17893,54844,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,UNION EXCISE DUTIES,32503,100398,21188,76032,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,UNION EXCISE DUTIES,28355,128753,19898,95930,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,UNION EXCISE DUTIES,31886,160639,18021,113951,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,UNION EXCISE DUTIES,35703,196342,18948,132899,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,UNION EXCISE DUTIES,39651,235993,20300,153199,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,UNION EXCISE DUTIES,39481,275474,21329,174528,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,UNION EXCISE DUTIES,38666,314140,22327,196855,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,UNION EXCISE DUTIES,75522,389662,42597,239452,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,SERVICE TAX,-106,-106,219,219,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,SERVICE TAX,-65,-171,322,541,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,SERVICE TAX,925,754,107,648,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,SERVICE TAX,-14,740,71,719,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,SERVICE TAX,53,793,-47,672,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,SERVICE TAX,123,916,-30,642,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,SERVICE TAX,81,997,-134,508,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,SERVICE TAX,62,1059,24,532,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,SERVICE TAX,124,1183,542,1074,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,SERVICE TAX,102,1285,1758,2832,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,SERVICE TAX,53,1338,2034,4866,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,SERVICE TAX,277,1615,1163,6029,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,OTHER TAXES*,450,450,559,559,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,OTHER TAXES*,1163,1613,1287,1846,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,OTHER TAXES*,1333,2946,1328,3174,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,OTHER TAXES*,1900,4846,1153,4327,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,OTHER TAXES*,1000,5846,1334,5661,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,OTHER TAXES*,1739,7585,1244,6905,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,OTHER TAXES*,2604,10189,1408,8313,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,OTHER TAXES*,1691,11880,1295,9608,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,OTHER TAXES*,2307,14187,1444,11052,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,OTHER TAXES*,2067,16254,1296,12348,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,OTHER TAXES*,2184,18438,1489,13837,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,OTHER TAXES*,2752,21190,2450,16287,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,106,106,9,9,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,77,183,143,152,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,638,821,227,379,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,382,1203,72,451,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,526,1729,138,589,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,718,2447,234,823,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,273,2720,624,1447,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,498,3218,232,1679,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,869,4087,299,1978,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,285,4372,191,2169,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,691,5063,262,2431,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,757,5820,49,2480,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,4,April,ASSIGNMENT TO STATES*,46039,46039,49544,49544,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,5,May,ASSIGNMENT TO STATES*,46038,92077,49543,99087,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,6,June,ASSIGNMENT TO STATES*,41966,134043,49544,148631,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,7,July,ASSIGNMENT TO STATES*,41966,176009,51281,199912,2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,8,August,ASSIGNMENT TO STATES*,41967,217976,55693,255605,2020-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,9,September,ASSIGNMENT TO STATES*,41965,259941,55613,311218,2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,10,October,ASSIGNMENT TO STATES*,37233,297174,55653,366871,2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,11,November,ASSIGNMENT TO STATES*,37233,334407,54979,421850,2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,12,December,ASSIGNMENT TO STATES*,37233,371640,54263,476113,2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,1,January,ASSIGNMENT TO STATES*,37233,408873,54622,530735,2021-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,2,February,ASSIGNMENT TO STATES*,35281,444154,29985,560720,2021-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2020-2021,3,March,ASSIGNMENT TO STATES*,150843,594997,89957,650677,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,GROSS TAX REVENUE,170122,170122,67557,67557,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,GROSS TAX REVENUE,142557,312679,58553,126110,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,GROSS TAX REVENUE,218927,531606,143576,269686,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,GROSS TAX REVENUE,164282,695888,110314,380000,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,GROSS TAX REVENUE,163692,859580,124200,504200,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,GROSS TAX REVENUE,324228,1183808,216696,720896,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,GROSS TAX REVENUE,180293,1364101,154695,875591,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
