fiscal_year,month_numeric,month,item,current_month_value,current_year_to_date_val,prev_month_value,prev_year_to_date_val,released_on,updated_on,data_source,data_url
2023-2024,1,January,CORPORATION TAX,33898,755569,20845,629013,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,CORPORATION TAX,-2851,752718,12831,641844,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,CORPORATION TAX,158337,911055,183990,825834,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,INCOME TAX,82035,82035,76088,76088,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,INCOME TAX,45263,127298,36941,113029,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,INCOME TAX,64437,191735,59632,172661,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,INCOME TAX,65427,257162,69125,241786,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,INCOME TAX,103219,360381,23813,265599,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,INCOME TAX,91247,451628,78949,344548,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,INCOME TAX,69583,521211,53057,397605,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,INCOME TAX,46193,567404,41017,438622,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,INCOME TAX,118193,685597,95486,534108,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,INCOME TAX,62655,748252,53507,587615,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,INCOME TAX,64119,812371,57939,645554,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,INCOME TAX,198577,1010948,162667,808221,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,CENTRAL GOODS AND SERVICES TAX,80902,80902,64093,64093,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,CENTRAL GOODS AND SERVICES TAX,60667,141569,49876,113969,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,CENTRAL GOODS AND SERVICES TAX,64810,206379,65423,179392,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,CENTRAL GOODS AND SERVICES TAX,67234,273613,55357,234749,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,CENTRAL GOODS AND SERVICES TAX,62720,336333,51911,286660,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,CENTRAL GOODS AND SERVICES TAX,61731,398064,54689,341349,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,CENTRAL GOODS AND SERVICES TAX,70510,468574,72219,413568,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,CENTRAL GOODS AND SERVICES TAX,66079,534653,57848,471416,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,CENTRAL GOODS AND SERVICES TAX,68048,602701,60778,532194,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,CENTRAL GOODS AND SERVICES TAX,73685,676386,65171,597365,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,CENTRAL GOODS AND SERVICES TAX,71129,747515,60075,657440,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,CENTRAL GOODS AND SERVICES TAX,73107,820622,61082,718522,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,UT GOODS AND SERVICE TAX,308,308,162,162,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,UT GOODS AND SERVICE TAX,263,571,244,406,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,UT GOODS AND SERVICE TAX,343,914,259,665,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,UT GOODS AND SERVICE TAX,250,1164,155,820,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,UT GOODS AND SERVICE TAX,306,1470,149,969,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,UT GOODS AND SERVICE TAX,199,1669,406,1375,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,UT GOODS AND SERVICE TAX,1122,2791,595,1970,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,UT GOODS AND SERVICE TAX,251,3042,515,2485,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,UT GOODS AND SERVICE TAX,449,3491,232,2717,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,UT GOODS AND SERVICE TAX,469,3960,238,2955,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,UT GOODS AND SERVICE TAX,376,4336,394,3349,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,UT GOODS AND SERVICE TAX,695,5031,1419,4768,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,INTEGRATED GOODS AND SERVICE TAX,-9304,-9304,11345,11345,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,INTEGRATED GOODS AND SERVICE TAX,951,-8353,4741,16086,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,INTEGRATED GOODS AND SERVICE TAX,1605,-6748,-16396,-310,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,INTEGRATED GOODS AND SERVICE TAX,-2396,-9144,6898,6588,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,INTEGRATED GOODS AND SERVICE TAX,6250,-2894,8938,15526,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,INTEGRATED GOODS AND SERVICE TAX,1686,-1208,9964,25490,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,INTEGRATED GOODS AND SERVICE TAX,-15888,-17096,-19374,6116,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,INTEGRATED GOODS AND SERVICE TAX,4301,-12795,-2580,3536,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,INTEGRATED GOODS AND SERVICE TAX,-11276,-24071,-3394,142,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,INTEGRATED GOODS AND SERVICE TAX,-6530,-30601,-1671,-1529,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,INTEGRATED GOODS AND SERVICE TAX,-12690,-43291,-2288,-3817,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,INTEGRATED GOODS AND SERVICE TAX,38265,-5026,8565,4748,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,GOODS AND SERVICE TAX COMPENSATION CESS,11861,11861,10435,10435,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,GOODS AND SERVICE TAX COMPENSATION CESS,11241,23102,10199,20634,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,GOODS AND SERVICE TAX COMPENSATION CESS,11822,34924,10749,31383,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,GOODS AND SERVICE TAX COMPENSATION CESS,11392,46316,10654,42037,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,GOODS AND SERVICE TAX COMPENSATION CESS,11430,57746,9889,51926,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,GOODS AND SERVICE TAX COMPENSATION CESS,11385,69131,9967,61893,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,GOODS AND SERVICE TAX COMPENSATION CESS,11898,81029,10281,72174,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,GOODS AND SERVICE TAX COMPENSATION CESS,11802,92831,10323,82497,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,GOODS AND SERVICE TAX COMPENSATION CESS,11784,104615,10911,93408,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,GOODS AND SERVICE TAX COMPENSATION CESS,11583,116198,10427,103835,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,GOODS AND SERVICE TAX COMPENSATION CESS,12529,128727,11801,115636,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,GOODS AND SERVICE TAX COMPENSATION CESS,12709,141436,10226,125862,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,CUSTOMS,11749,11749,10372,10372,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,CUSTOMS,15303,27052,14137,24509,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,CUSTOMS,22149,49201,11958,36467,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,CUSTOMS,15828,65029,14543,51010,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,CUSTOMS,18489,83518,14315,65325,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,CUSTOMS,22666,106184,20942,86267,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,CUSTOMS,18200,124384,36659,122926,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,CUSTOMS,17380,141764,18467,141393,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,CUSTOMS,16429,158193,17114,158507,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,CUSTOMS,16859,175052,14868,173375,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,CUSTOMS,21300,196352,15598,188973,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,CUSTOMS,36715,233067,24398,213371,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,UNION EXCISE DUTIES,960,960,96,96,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,UNION EXCISE DUTIES,24844,25804,30730,30826,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,UNION EXCISE DUTIES,26009,51813,30402,61228,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,UNION EXCISE DUTIES,24387,76200,23919,85147,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,UNION EXCISE DUTIES,23576,99776,28816,113963,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,UNION EXCISE DUTIES,24982,124758,25911,139874,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,UNION EXCISE DUTIES,25457,150215,25778,165652,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,UNION EXCISE DUTIES,25972,176187,25599,191251,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,UNION EXCISE DUTIES,26282,202469,26574,217825,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,UNION EXCISE DUTIES,26499,228968,25783,243608,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,UNION EXCISE DUTIES,24867,253835,25885,269493,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,UNION EXCISE DUTIES,51495,305330,49507,319000,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,SERVICE TAX,143,143,86,86,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,SERVICE TAX,101,244,82,168,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,SERVICE TAX,82,326,35,203,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,SERVICE TAX,51,377,59,262,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,SERVICE TAX,53,430,-154,108,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,SERVICE TAX,46,476,93,201,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,SERVICE TAX,-43,433,77,278,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,SERVICE TAX,-38,395,130,408,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,SERVICE TAX,2,397,-269,139,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,SERVICE TAX,72,469,50,189,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,SERVICE TAX,-2,467,113,302,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,SERVICE TAX,-43,424,129,431,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,OTHER TAXES*,920,920,2869,2869,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,OTHER TAXES*,2216,3136,2501,5370,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,OTHER TAXES*,1700,4836,2608,7978,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,OTHER TAXES*,2466,7302,2608,10586,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,OTHER TAXES*,6170,13472,2292,12878,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,OTHER TAXES*,3814,17286,2623,15501,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,OTHER TAXES*,3722,21008,3228,18729,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,OTHER TAXES*,3164,24172,2091,20820,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,OTHER TAXES*,3264,27436,2670,23490,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,OTHER TAXES*,4508,31944,2761,26251,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,OTHER TAXES*,4877,36821,2276,28527,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,OTHER TAXES*,5084,41905,4907,33434,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,104,104,117,117,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,525,629,633,750,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,1074,1703,1066,1816,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,341,2044,325,2141,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,710,2754,581,2722,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,733,3487,1017,3739,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,669,4156,324,4063,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,750,4906,653,4716,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,374,5280,853,5569,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,827,6107,628,6197,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,859,6966,823,7020,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,1808,8774,980,8000,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,ASSIGNMENT TO STATES*,59140,59140,47592,47592,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,ASSIGNMENT TO STATES*,59140,118280,47591,95183,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,ASSIGNMENT TO STATES*,118280,236560,47592,142775,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,ASSIGNMENT TO STATES*,72961,309521,58333,201108,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,ASSIGNMENT TO STATES*,72961,382482,116665,317773,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,ASSIGNMENT TO STATES*,72962,455444,58333,376106,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,ASSIGNMENT TO STATES*,72961,528405,58333,434439,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,ASSIGNMENT TO STATES*,72961,601366,116666,551105,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,ASSIGNMENT TO STATES*,145922,747288,58332,609437,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,ASSIGNMENT TO STATES*,72962,820250,58333,667770,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,ASSIGNMENT TO STATES*,213183,1033433,140318,808088,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,ASSIGNMENT TO STATES*,96061,1129494,140318,948406,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,GROSS TAX REVENUE,255006,255006,218145,218145,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,GROSS TAX REVENUE,204623,459629,178809,396954,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,GROSS TAX REVENUE,371168,830797,274929,671883,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,GROSS TAX REVENUE,253432,1084229,222267,894150,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,GROSS TAX REVENUE,248493,1332722,295030,1189180,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,GROSS TAX REVENUE,481120,1813842,430091,1619271,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,GROSS TAX REVENUE,218792,2032634,215247,1834518,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,GROSS TAX REVENUE,228341,2260975,207509,2042027,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,GROSS TAX REVENUE,489453,2750428,440472,2482499,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,GROSS TAX REVENUE,233928,2984356,223698,2706197,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,GROSS TAX REVENUE,219870,3204226,183654,2889851,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,GROSS TAX REVENUE,590999,3795225,575668,3465519,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,CORPORATION TAX,36189,36189,38571,38571,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,CORPORATION TAX,9124,45313,17960,56531,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,CORPORATION TAX,129461,174774,81972,138503,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,CORPORATION TAX,9800,184574,37628,176131,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,CORPORATION TAX,40065,224639,62817,238948,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,CORPORATION TAX,236867,461506,212335,451283,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,CORPORATION TAX,26356,487862,30686,481969,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,CORPORATION TAX,23774,511636,32405,514374,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,CORPORATION TAX,229290,740926,207297,721671,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,CORPORATION TAX,10393,751319,33898,755569,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,CORPORATION TAX,15834,767153,-2851,752718,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,CORPORATION TAX,219614,986767,158337,911055,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,INCOME TAX,98951,98951,82035,82035,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,INCOME TAX,81340,180291,45263,127298,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,INCOME TAX,107045,287336,64437,191735,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,INCOME TAX,107152,394488,65427,257162,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
