fiscal_year,month_numeric,month,item,revised_estimates_rs,provisional_actuals_rs,perc_actuals_to_revised_estimates_current,perc_actuals_to_revised_estimates_coppy,released_on,updated_on,data_source,data_url
2023-2024,8,August,Revenue Deficit (8-1),870443,284432,32.7%,(32.4%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,8,August,Primary Deficit (13-9),706845,275287,38.9%,(28.2%),2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2023-2024.aspx
2023-2024,9,September,Revenue Receipts,2632281,1397112,53.1 %,(53.1%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Tax Revenue (Net),2330631,1160340,49.8%,(52.3%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Non-Tax Revenue,301650,236772,78.5 %,(58.4 %),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Non-Debt Capital Receipts,84000,20166,24.0%,(43.1%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Recovery of Loans,23000,13216,57.5%,(67.2%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Other Receipts,61000,6950,11.4%,(37.8%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Total Receipts (1+4),2716281,1417278,52.2%,(52.7%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Revenue Expenditure,3502724,1628511,46.5 %,(46.3%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,of which Interest Payments,1079971,484329,44.8%,(46.4%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Capital Expenditure,1000373,490628,49.0%,(45.7%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,of which Loans disbursed,163834,74807,45.7%,(16.8%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Total Expenditure (8+10),4503097,2119139,47.1%,(46.2%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Fiscal Deficit (12-7),1786816,701861,39.3%,(37.3%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Revenue Deficit (8-1),870443,231399,26.6 %,(31.4%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Primary Deficit (13-9),706845,217532,30.8%,(25.4%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,10,October,Revenue Receipts,2632281,1567722,59.6 %,(61.2%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Tax Revenue (Net),2330631,1301957,55.9 %,(60.5%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Non-Tax Revenue,301650,265765,88.1%,(66.3 %),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Non-Debt Capital Receipts,84000,22990,27.4%,(45.0%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Recovery of Loans,23000,14990,65.2%,(77.7%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Other Receipts,61000,8000,13.1%,(37.8%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Total Receipts (1+4),2716281,1590712,58.6%,(60.7%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Revenue Expenditure,3502724,1847488,52.7%,(54.3%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,of which Interest Payments,1079971,545086,50.5%,(51.2%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Capital Expenditure,1000373,546924,54.7%,(54.6%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,of which Loans disbursed,163834,77842,47.5%,(31.6%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Total Expenditure (8+10),4503097,2394412,53.2%,(54.3%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Fiscal Deficit (12-7),1786816,803700,45.0%,(45.6%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Revenue Deficit (8-1),870443,279766,32.1%,(38.8%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Primary Deficit (13-9),706845,258614,36.6%,(38.4%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,11,November,Revenue Receipts,2632281,1720120,65.3%,(64.6%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Tax Revenue (Net),2330631,1435755,61.6%,(63.3%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Non-Tax Revenue,301650,284365,94.3%,(73.5 %),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Non-Debt Capital Receipts,84000,25463,30.3%,(52.3%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Recovery of Loans,23000,16604,72.2%,(91.3%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Other Receipts,61000,8859,14.5%,(43.7%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Total Receipts (1+4),2716281,1745583,64.3%,(64.1%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Revenue Expenditure,3502724,2066522,59.0%,(62.5%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,of which Interest Payments,1079971,607963,56.3%,(58.0%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Capital Expenditure,1000373,585645,58.5%,(59.6%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,of which Loans disbursed,163834,80886,49.4%,(39.0%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Total Expenditure (8+10),4503097,2652167,58.9%,(61.9%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Fiscal Deficit (12-7),1786816,906584,50 .7%,(58.9%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Revenue Deficit (8-1),870443,346402,39.8%,(57.8%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Primary Deficit (13-9),706845,298621,42.2%,(60.1%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,12,December,Revenue Receipts,2632281,2042289,77.6%,(80.3%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Tax Revenue (Net),2330631,1729931,74.2 %,(80.4%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Non-Tax Revenue,301650,312358,103.5%,(79.5 %),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Non-Debt Capital Receipts,84000,29650,35.3%,(69.5%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Recovery of Loans,23000,19597,85.2%,(115.0%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Other Receipts,61000,10053,16.5%,(59.5%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Total Receipts (1+4),2716281,2071939,76.3%,(79.9%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Revenue Expenditure,3502724,2380587,68.0%,(72.9%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,of which Interest Payments,1079971,748207,69.3%,(72.4%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Capital Expenditure,1000373,673630,67.3%,(65.4%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,of which Loans disbursed,163834,89085,54.4%,(48.9%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Total Expenditure (8+10),4503097,3054217,67.8%,(71.4%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Fiscal Deficit (12-7),1786816,982278,55.0%,(59.8%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Revenue Deficit (8-1),870443,338298,38.9%,(56.3%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Primary Deficit (13-9),706845,234071,33.1%,(43.3%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2024-2025,1,January,Revenue Receipts,3087960,2371188,76.8%,(82.2%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Tax Revenue (Net),2556960,1903558,74.4%,(80.9%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Non-Tax Revenue,531000,467630,88.1%,(90.0%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Non-Debt Capital Receipts,59000,29224,49.5%,(61.1%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Recovery of Loans,26000,20205,77.7%,(83.3%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Other Receipts,33000,9019,27.3%,(41.9%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Total Receipts (1+4),3146960,2400412,76.3%,(81.7%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Revenue Expenditure,3698058,2812595,76.1%,(74.4%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,of which Interest Payments,1137940,875461,76.9%,(77.9%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Capital Expenditure,1018429,757359,74.4%,(75.9%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,of which Loans disbursed,170693,151438,88.7%,(67.7%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Total Expenditure (8+10),4716487,3569954,75.7%,(74.7%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Fiscal Deficit (12-7),1569527,1169542,74.5%,(63.6%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Revenue Deficit (8-1),610098,441407,72.4%,(49.4%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Primary Deficit (13-9),431587,294081,68.1%,(41.3%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,2,February,Revenue Receipts,3087960,2508953,81.2%,(81.9%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Tax Revenue (Net),2556960,2015634,78.8%,(79.6%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Non-Tax Revenue,531000,493319,92.9%,(95.9%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Non-Debt Capital Receipts,59000,37364,63.3%,(64.5%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Recovery of Loans,26000,21655,83.3%,(90.3%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Other Receipts,33000,15709,47.6%,(42.2%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Total Receipts (1+4),3146960,2546317,80.9%,(81.5%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Revenue Expenditure,3698058,3081282,83.3%,(83.1%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,of which Interest Payments,1137940,952844,83.7%,(83.5%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Capital Expenditure,1018429,811887,79.7%,(84.8%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,of which Loans disbursed,170693,160530,94.0%,(88.7%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Total Expenditure (8+10),4716487,3893169,82.5%,(83.4%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Fiscal Deficit (12-7),1569527,1346852,85.8%,(86.5%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Revenue Deficit (8-1),610098,572329,93.8%,(87.1%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Primary Deficit (13-9),431587,394008,91.3%,(91.3%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,3,March,Revenue Receipts,3087960,3036429,98.3%,(101.1%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Tax Revenue (Net),2556960,2498885,97.7%,(100.1%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Non-Tax Revenue,531000,537544,101.2%,(106.9%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Non-Debt Capital Receipts,59000,41818,70.9%,(106.7%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Recovery of Loans,26000,24616,94.7%,(102.5%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Other Receipts,33000,17202,52.1%,(110.4%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Total Receipts (1+4),3146960,3078247,97.8%,(101.2%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Revenue Expenditure,3698058,3603510,97.4%,(98.7%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,of which Interest Payments,1137940,1116343,98.1%,(100.8%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Capital Expenditure,1018429,1052007,103.3%,(99.9%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,of which Loans disbursed,170693,196710,115.2%,(112.5%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Total Expenditure (8+10),4716487,4655517,98.7%,(99.0%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Fiscal Deficit (12-7),1569527,1577270,100.5%,(95.4%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Revenue Deficit (8-1),610098,567081,92.9%,(91.0%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Primary Deficit (13-9),431587,460927,106.8%,(87.0%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,4,April,Revenue Receipts,3001275,212293,7.1%,(6.5%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Tax Revenue (Net),2601574,184998,7.1%,(6.8%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Non-Tax Revenue,399701,27295,6.8%,(3.6%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Non-Debt Capital Receipts,79000,1041,1.3%,(0.8%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Recovery of Loans,29000,1041,3.6%,(2.6%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Other Receipts,50000,0,0.0%,(0.1%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Total Receipts (1+4),3080275,213334,6.9%,(6.3%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Revenue Expenditure,3654657,324235,8.9%,(6.4%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,of which Interest Payments,1190440,128263,10.8%,(4.4%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Capital Expenditure,1111111,99235,8.9%,(7.8%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,of which Loans disbursed,171527,9417,5.5 %,(1.1%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Total Expenditure (8+10),4765768,423470,8.9%,(6.8%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Fiscal Deficit (12-7),1685494,210136,12.5%,(7.5%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Revenue Deficit (8-1),653383,111942,17.1%,(6.4%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
