year,month,month_numeric,date_stamp,usd_inr_forward_cash_spot_in_paise,usd_inr_forward_cash_one_month_in_paise,usd_inr_forward_cash_three_months_in_paise,usd_inr_forward_cash_six_months_in_paise,usd_inr_forward_cash_twelve_months_in_paise,usd_inr_reference_rate_in_rs,released_on,updated_on,data_source,data_url
2024,October,10,2024-10-04,0.945,12.0,39.0,89.0,201.0,83.966,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,October,10,2024-10-03,,,,,,83.9492,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,October,10,2024-10-01,0.655,12.0,39.0,87.0,202.0,83.8149,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-30,0.435,12.0,39.0,88.0,202.0,83.7888,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-27,1.005,13.0,38.0,87.0,200.0,83.6688,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-26,0.365,12.0,38.0,84.0,202.0,83.7009,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-25,0.335,12.0,37.0,85.0,201.0,83.5471,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-24,0.345,12.0,38.0,85.0,199.0,83.6319,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-23,0.425,12.0,39.0,85.0,200.0,83.5128,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-20,1.375,12.0,38.0,85.0,198.0,83.4922,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-19,0.435,11.0,36.0,83.0,196.0,83.6172,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-17,0.69,11.0,34.0,80.0,196.0,83.8302,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-16,0.16,11.0,34.0,79.0,193.0,83.8939,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-13,1.195,10.0,33.0,78.0,192.0,83.918,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-12,0.345,9.0,32.0,76.0,189.0,83.9843,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-11,0.325,10.0,31.0,75.0,190.0,83.9508,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-10,0.245,10.0,31.0,74.0,187.0,83.975,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-09,0.225,9.0,31.0,73.0,186.0,83.9425,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-06,0.505,9.0,31.0,72.5,185.0,83.9308,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-05,0.255,9.0,30.0,72.0,184.0,83.9825,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-04,0.195,8.5,28.5,69.0,182.0,83.9682,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-03,0.155,8.5,28.0,68.5,181.0,83.9525,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,September,9,2024-09-02,0.0,8.0,28.0,68.5,180.0,83.8759,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-30,1.575,8.0,28.0,69.0,181.0,83.8709,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-29,0.335,8.0,28.0,69.0,181.0,83.8899,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-28,0.275,8.0,28.0,68.0,179.0,83.9671,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-27,0.195,8.0,28.0,68.0,177.0,83.9424,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-26,0.215,8.5,28.5,69.0,179.0,83.8504,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-23,0.635,8.0,28.0,68.0,177.0,83.8746,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-22,0.225,8.0,28.0,69.0,177.0,83.9569,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-21,0.235,8.0,28.0,68.0,176.0,83.9183,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-20,0.185,8.0,27.0,67.0,172.0,83.7804,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-19,0.195,8.0,27.0,68.0,174.0,83.9201,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-16,0.675,8.0,28.0,68.0,174.0,83.9561,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-14,0.545,8.0,28.0,69.0,177.0,83.9366,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-13,0.205,8.0,28.0,68.0,173.0,83.9696,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-12,0.185,8.0,27.0,66.0,171.0,83.9691,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-09,0.605,8.0,28.0,68.0,172.0,83.9,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-08,0.385,8.0,29.0,69.0,174.0,83.9584,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-07,0.255,8.0,29.5,67.5,170.5,83.9519,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-06,0.205,8.0,28.5,69.0,173.0,83.9078,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-05,0.125,9.0,29.0,70.0,176.0,83.839,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-02,0.49,8.0,27.0,64.0,161.0,83.7375,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,August,8,2024-08-01,0.235,8.0,26.0,62.0,157.0,83.7251,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-31,0.235,8.0,27.0,62.0,157.0,83.744,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-30,0.165,8.0,27.0,62.0,155.0,83.7328,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-29,0.205,8.0,26.0,61.0,154.0,83.7371,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-26,0.605,8.0,26.0,60.0,150.0,83.7272,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-25,0.245,8.0,26.0,60.0,150.0,83.7075,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-24,0.245,8.0,26.0,59.0,148.0,83.7028,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-23,0.275,8.0,25.0,59.0,147.0,83.6625,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-22,0.255,8.0,25.0,58.0,147.0,83.6654,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-19,0.645,8.0,25.0,59.0,148.0,83.6405,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-18,0.205,8.0,25.0,59.0,147.5,83.6393,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-16,0.435,8.0,25.5,58.0,146.0,83.5781,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-15,0.225,8.0,24.0,58.0,143.0,83.5658,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-12,0.605,8.0,24.5,56.0,142.0,83.5385,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-11,0.215,8.0,24.0,55.0,140.0,83.5342,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-10,0.215,8.0,25.0,55.0,140.0,83.4923,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-09,0.235,8.0,24.0,56.0,139.5,83.4843,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-08,0.235,9.0,25.0,55.0,139.0,83.4755,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-05,0.805,8.0,24.0,55.0,138.0,83.5,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-04,0.0,8.0,24.0,55.0,138.0,83.5016,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-03,0.505,8.0,25.0,55.0,138.0,83.5337,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-02,0.135,8.0,25.0,55.0,138.0,83.515,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,July,7,2024-07-01,0.255,8.0,24.0,54.0,138.0,83.4043,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-28,1.165,9.0,24.0,54.0,138.0,83.4534,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-27,0.315,9.0,24.0,54.0,137.0,83.4896,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-26,0.305,9.0,24.0,55.0,138.0,83.5409,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-25,0.265,9.0,24.0,54.0,137.0,83.4275,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-24,0.275,9.0,24.0,55.0,137.0,83.5138,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-21,0.695,9.0,24.0,55.0,136.0,83.586,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-20,0.225,9.0,24.0,55.0,136.0,83.5265,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-19,0.0,9.0,25.0,55.0,137.0,83.4251,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-18,0.385,9.0,24.0,55.0,136.0,83.4817,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-14,1.155,8.5,25.0,55.0,137.0,83.5458,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-13,0.225,8.0,24.5,54.0,135.0,83.5469,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-12,0.205,8.0,25.5,55.0,136.0,83.5645,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-11,0.195,8.0,24.0,53.0,134.0,83.5054,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-10,0.255,7.0,23.0,52.0,133.0,83.4919,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-07,0.51,7.0,23.5,53.0,135.0,83.4257,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-06,0.145,7.5,24.0,54.0,137.0,83.4649,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-05,0.195,8.0,25.0,56.0,138.5,83.3898,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-04,0.24,8.0,25.0,55.5,138.5,83.5021,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,June,6,2024-06-03,0.215,8.0,25.0,54.5,135.5,83.0659,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-31,0.905,9.0,26.0,56.0,138.0,83.2988,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-30,0.205,9.0,26.0,56.0,139.0,83.4231,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-29,0.255,9.0,25.0,56.0,139.0,83.327,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-28,0.255,9.0,26.0,56.0,139.0,83.1644,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-27,0.0,9.0,26.0,56.0,138.0,83.0838,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-24,1.265,9.0,26.0,57.0,139.0,83.1219,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-22,0.405,9.0,27.0,59.0,142.0,83.2301,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-21,0.345,9.0,27.0,59.0,143.0,83.3614,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-17,1.265,9.0,27.0,59.0,143.0,83.4815,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-16,0.155,9.0,27.0,59.0,143.0,83.5011,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-15,0.195,9.0,28.0,59.0,142.0,83.5092,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-14,0.245,9.0,27.0,59.0,140.0,83.5201,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-13,0.305,9.0,27.0,60.0,141.0,83.5234,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-10,0.965,9.0,28.0,60.0,143.0,83.4946,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-09,0.335,9.0,27.0,60.0,143.0,83.4976,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-08,0.325,9.0,29.0,61.0,144.0,83.5147,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-07,0.265,9.0,27.0,60.0,141.0,83.5015,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-06,0.265,9.0,27.0,59.0,141.0,83.4725,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-03,0.745,9.0,27.0,58.0,140.0,83.3795,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,May,5,2024-05-02,0.255,9.0,27.0,58.0,139.0,83.4526,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-30,0.645,9.0,28.0,59.0,141.0,83.5187,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-29,0.285,9.0,27.0,59.0,141.0,83.4392,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-26,0.885,8.0,27.0,58.0,141.0,83.3395,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-25,0.335,8.0,27.0,58.0,142.0,83.3758,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-24,0.335,8.0,26.0,58.0,142.0,83.2987,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-23,0.335,8.0,25.0,57.0,139.0,83.3765,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-22,0.325,8.0,26.0,58.0,141.0,83.4113,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-19,0.745,8.0,27.0,59.0,142.0,83.5214,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-18,0.185,8.0,25.0,56.0,140.0,83.517,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-16,0.425,7.0,23.0,55.0,137.0,83.4982,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-15,0.205,8.0,24.0,54.0,136.0,83.4422,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-12,0.615,7.5,24.0,55.0,136.5,83.3931,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-10,0.455,7.5,24.5,56.0,139.5,83.2253,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-08,0.555,8.0,25.0,57.0,140.5,83.3176,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-05,0.825,8.0,25.0,56.0,141.0,83.4073,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-04,0.275,8.0,25.0,56.0,139.0,83.4475,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2024,April,4,2024-04-03,0.255,8.0,25.0,57.0,141.0,83.4204,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
